OID_BLKGRP_20|GEOID_BLKGRP_20|NAMELSAD_BLKGRP_20|AREALAND_BLKGRP_20|AREAWATER_BLKGRP_20|MTFCC_BLKGRP_20|FUNCSTAT_BLKGRP_20|OID_BLKGRP_10|GEOID_BLKGRP_10|NAMELSAD_BLKGRP_10|AREALAND_BLKGRP_10|AREAWATER_BLKGRP_10|MTFCC_BLKGRP_10|FUNCSTAT_BLKGRP_10|AREALAND_PART|AREAWATER_PART
20890270071243|410430303003|Block Group 3|1212322192|3122023|G5030|S|20840443155643|410390002003|Block Group 3|241399564|25940|G5030|S|28245|0
20890270071243|410430303003|Block Group 3|1212322192|3122023|G5030|S|20840270071243|410430303003|Block Group 3|1209282802|3122023|G5030|S|1209255811|3122023
20890270071065|410430304011|Block Group 1|26665098|461623|G5030|S|20840270071065|410430304011|Block Group 1|26665098|462334|G5030|S|26665098|461612
20890270071065|410430304011|Block Group 1|26665098|461623|G5030|S|20840270071166|410430304022|Block Group 2|4259951|93098|G5030|S|0|11
20890270070994|410430304012|Block Group 2|45718464|165985|G5030|S|20840270070994|410430304012|Block Group 2|45718464|165985|G5030|S|45718464|165985
20890270071205|410430304013|Block Group 3|8814597|0|G5030|S|20840270071205|410430304013|Block Group 3|8814597|0|G5030|S|8814597|0
20890270058531|410430304014|Block Group 4|2681783|69972|G5030|S|20840270058531|410430304014|Block Group 4|2682344|69972|G5030|S|2681783|69972
20890270071280|410430304015|Block Group 5|2980553|116667|G5030|S|20840270071280|410430304015|Block Group 5|648255|47476|G5030|S|648255|47476
20890270071280|410430304015|Block Group 5|2980553|116667|G5030|S|20840270073022|410430304016|Block Group 6|2332298|69191|G5030|S|2332298|69191
2089015482529861|410430304031|Block Group 1|27454000|4232908|G5030|S|20840270071314|410430304021|Block Group 1|27454000|4232908|G5030|S|27454000|4232908
2089015482529859|410430304032|Block Group 2|2644100|93809|G5030|S|20840270071065|410430304011|Block Group 1|26665098|462334|G5030|S|0|722
2089015482529859|410430304032|Block Group 2|2644100|93809|G5030|S|20840270071166|410430304022|Block Group 2|4259951|93098|G5030|S|2644100|93087
2089015482529862|410430304033|Block Group 3|1615862|0|G5030|S|20840270071166|410430304022|Block Group 2|4259951|93098|G5030|S|1615851|0
2089015482529862|410430304033|Block Group 3|1615862|0|G5030|S|20840270072991|410430304023|Block Group 3|15954453|0|G5030|S|11|0
2089015482529856|410430304041|Block Group 1|65226011|0|G5030|S|20840270058531|410430304014|Block Group 4|2682344|69972|G5030|S|561|0
2089015482529856|410430304041|Block Group 1|65226011|0|G5030|S|20840270071129|410430304025|Block Group 5|65225450|0|G5030|S|65225450|0
2089015482529871|410430304042|Block Group 2|1086682|0|G5030|S|20840270071446|410430304024|Block Group 4|1086682|0|G5030|S|1086682|0
2089015482529858|410430304043|Block Group 3|15954442|0|G5030|S|20840270072991|410430304023|Block Group 3|15954453|0|G5030|S|15954442|0
20890270058626|410430305001|Block Group 1|156541547|0|G5030|S|20840270058626|410430305001|Block Group 1|156541547|0|G5030|S|156541547|0
20890270058403|410430305002|Block Group 2|35554201|0|G5030|S|20840270058403|410430305002|Block Group 2|35554201|0|G5030|S|35554201|0
20890270063594|410430305003|Block Group 3|323692830|37549|G5030|S|20840443155643|410390002003|Block Group 3|241399564|25940|G5030|S|21746|0
20890270063594|410430305003|Block Group 3|323692830|37549|G5030|S|20840270063594|410430305003|Block Group 3|323679297|37549|G5030|S|323671084|37549
20890248415484|410430306001|Block Group 1|168835522|2830195|G5030|S|20840248415484|410430306001|Block Group 1|169009140|2891029|G5030|S|168835522|2830195
20890270071028|410430306002|Block Group 2|34672056|0|G5030|S|20840270071028|410430306002|Block Group 2|34672056|0|G5030|S|34672056|0
20890270058434|410430306003|Block Group 3|148187346|1284451|G5030|S|20840270058434|410430306003|Block Group 3|148288305|1571115|G5030|S|148187346|1284451
20890248415124|410430306004|Block Group 4|11621699|796365|G5030|S|20840248415294|410390004042|Block Group 2|40966688|911545|G5030|S|151082|24815
20890248415124|410430306004|Block Group 4|11621699|796365|G5030|S|20840248415124|410430306004|Block Group 4|11733153|952614|G5030|S|11470617|771550
20890270074012|410430306005|Block Group 5|21087311|0|G5030|S|20840270074012|410430306005|Block Group 5|21087311|0|G5030|S|21087311|0
20890270073528|410430307001|Block Group 1|26094756|714617|G5030|S|20840270070604|410430203003|Block Group 3|1242647|0|G5030|S|273|0
20890270073528|410430307001|Block Group 1|26094756|714617|G5030|S|20840270058304|410430203005|Block Group 5|3720782|0|G5030|S|2977|0
20890270073528|410430307001|Block Group 1|26094756|714617|G5030|S|20840270073528|410430307001|Block Group 1|26091506|714617|G5030|S|26091506|714617
20890270074112|410430307002|Block Group 2|15629763|475448|G5030|S|20840270074112|410430307002|Block Group 2|15629763|475448|G5030|S|15629763|475448
20890270058281|410430307003|Block Group 3|20839760|367942|G5030|S|20840270058281|410430307003|Block Group 3|20839760|367942|G5030|S|20839760|367942
20890270073807|410430307004|Block Group 4|90036305|0|G5030|S|20840270058249|410430202001|Block Group 1|22494349|0|G5030|S|3837|0
20890270073807|410430307004|Block Group 4|90036305|0|G5030|S|20840270073807|410430307004|Block Group 4|90032468|0|G5030|S|90032468|0
2089015482529822|410430308011|Block Group 1|2855013|0|G5030|S|20840270073839|410430308005|Block Group 5|2855013|0|G5030|S|2855013|0
2089015482529846|410430308012|Block Group 2|4092961|0|G5030|S|20840270073360|410430308006|Block Group 6|4092961|0|G5030|S|4092961|0
2089015482529850|410430308013|Block Group 3|749654|0|G5030|S|20840270073772|410430308004|Block Group 4|749654|0|G5030|S|749654|0
2089015482529865|410430308021|Block Group 1|57945296|0|G5030|S|20840270073704|410430308001|Block Group 1|57945296|0|G5030|S|57945296|0
2089015482529842|410430308022|Block Group 2|6159976|186408|G5030|S|20840270073739|410430308002|Block Group 2|6159976|186408|G5030|S|6159976|186408
2089015482529845|410430308023|Block Group 3|2690694|182087|G5030|S|20840270070841|410430308003|Block Group 3|2690694|182087|G5030|S|2690694|182087
20890270058715|410430309031|Block Group 1|746089|0|G5030|S|20840270058715|410430309031|Block Group 1|746089|0|G5030|S|746089|0
20890270073943|410430309032|Block Group 2|737510|0|G5030|S|20840270073943|410430309032|Block Group 2|737510|0|G5030|S|737510|0
20890270073979|410430309033|Block Group 3|1312267|0|G5030|S|20840270073979|410430309033|Block Group 3|1312267|0|G5030|S|1312267|0
20890270058593|410430309034|Block Group 4|3052207|0|G5030|S|20840270058593|410430309034|Block Group 4|3053070|0|G5030|S|3052207|0
20890270073428|410430309041|Block Group 1|3331657|396800|G5030|S|20840270073292|410430309021|Block Group 1|40449691|179273|G5030|S|88778|47262
20890270073428|410430309041|Block Group 1|3331657|396800|G5030|S|20840270058593|410430309034|Block Group 4|3053070|0|G5030|S|863|0
20890270073428|410430309041|Block Group 1|3331657|396800|G5030|S|20840270073428|410430309041|Block Group 1|3194817|303678|G5030|S|3194817|303678
20890270073428|410430309041|Block Group 1|3331657|396800|G5030|S|20840270073394|410430309043|Block Group 3|1455041|196722|G5030|S|47199|45860
208903716969594|410430309042|Block Group 2|1421168|0|G5030|S|208403716969594|410430309042|Block Group 2|1421415|0|G5030|S|1421168|0
20890270073394|410430309043|Block Group 3|1849159|282873|G5030|S|20840270073292|410430309021|Block Group 1|40449691|179273|G5030|S|441070|132011
20890270073394|410430309043|Block Group 3|1849159|282873|G5030|S|208403716969594|410430309042|Block Group 2|1421415|0|G5030|S|247|0
20890270073394|410430309043|Block Group 3|1849159|282873|G5030|S|20840270073394|410430309043|Block Group 3|1455041|196722|G5030|S|1407842|150862
2089015482529840|410430309051|Block Group 1|31585714|0|G5030|S|20840270058466|410430309025|Block Group 5|31585714|0|G5030|S|31585714|0
2089015482529866|410430309052|Block Group 2|27404999|0|G5030|S|20840270058563|410430309024|Block Group 4|27404999|0|G5030|S|27404999|0
2089015482529844|410430309061|Block Group 1|39919843|0|G5030|S|20840270073292|410430309021|Block Group 1|40449691|179273|G5030|S|39919843|0
2089015482529820|410430309062|Block Group 2|33203512|705764|G5030|S|20840270070809|410430309022|Block Group 2|33203512|705764|G5030|S|33203512|705764
2089015482529834|410430309063|Block Group 3|34209965|0|G5030|S|20840270058684|410430309023|Block Group 3|34209965|0|G5030|S|34209965|0
20890397762449|410459400001|Block Group 1|78497421|0|G5030|S|20840397762449|410459400001|Block Group 1|78497421|0|G5030|S|78497421|0
20890397762394|410459702001|Block Group 1|56515417|250532|G5030|S|20840397762394|410459702001|Block Group 1|56515417|250532|G5030|S|56515417|250532
20890397761812|410459702002|Block Group 2|14275558|241053|G5030|S|20840397761812|410459702002|Block Group 2|14275867|241053|G5030|S|14275558|241053
20890397761785|410459702003|Block Group 3|2086828|0|G5030|S|20840397761785|410459702003|Block Group 3|2089002|0|G5030|S|2086828|0
20890397762180|410459702004|Block Group 4|2296483|0|G5030|S|20840397761812|410459702002|Block Group 2|14275867|241053|G5030|S|309|0
20890397762180|410459702004|Block Group 4|2296483|0|G5030|S|20840397762180|410459702004|Block Group 4|2296174|0|G5030|S|2296174|0
20890397762201|410459703001|Block Group 1|571530|0|G5030|S|20840397761785|410459702003|Block Group 3|2089002|0|G5030|S|2174|0
20890397762201|410459703001|Block Group 1|571530|0|G5030|S|20840397762201|410459703001|Block Group 1|571703|0|G5030|S|569356|0
20890397761697|410459703002|Block Group 2|1162623|0|G5030|S|20840397761697|410459703002|Block Group 2|1162623|0|G5030|S|1162623|0
20890397762078|410459703003|Block Group 3|1002157|0|G5030|S|20840397762078|410459703003|Block Group 3|1002157|0|G5030|S|1002157|0
20890397761668|410459703004|Block Group 4|3470042|0|G5030|S|20840397761668|410459703004|Block Group 4|3450281|0|G5030|S|3450281|0
20890397761668|410459703004|Block Group 4|3470042|0|G5030|S|20840397761842|410459705001|Block Group 1|102613195|2133269|G5030|S|19761|0
20890397761641|410459703005|Block Group 5|12146183|0|G5030|S|20840397761641|410459703005|Block Group 5|12146183|0|G5030|S|12146183|0
20890397762097|410459704001|Block Group 1|1145592|0|G5030|S|20840397762097|410459704001|Block Group 1|1145592|0|G5030|S|1145592|0
20890397762152|410459704002|Block Group 2|1327889|219791|G5030|S|20840397762152|410459704002|Block Group 2|1327889|219791|G5030|S|1327889|219791
20890397762223|410459704003|Block Group 3|3849954|399487|G5030|S|20840397762223|410459704003|Block Group 3|3849954|399487|G5030|S|3849954|399487
20890397762470|410459704004|Block Group 4|705826|0|G5030|S|20840397762201|410459703001|Block Group 1|571703|0|G5030|S|2347|0
20890397762470|410459704004|Block Group 4|705826|0|G5030|S|20840397762470|410459704004|Block Group 4|703479|0|G5030|S|703479|0
20890397761727|410459704005|Block Group 5|3619989|134488|G5030|S|20840397761727|410459704005|Block Group 5|3619989|134488|G5030|S|3619989|134488
20890397761842|410459705001|Block Group 1|102593434|2133269|G5030|S|20840397761842|410459705001|Block Group 1|102613195|2133269|G5030|S|102593434|2133269
20890397761873|410459705002|Block Group 2|15403468|106287|G5030|S|20840397761873|410459705002|Block Group 2|15475443|106287|G5030|S|15403468|106287
20890397762494|410459705003|Block Group 3|904627|0|G5030|S|20840397761873|410459705002|Block Group 2|15475443|106287|G5030|S|45441|0
20890397762494|410459705003|Block Group 3|904627|0|G5030|S|20840397762494|410459705003|Block Group 3|377437|0|G5030|S|377437|0
20890397762494|410459705003|Block Group 3|904627|0|G5030|S|20840397761929|410459705006|Block Group 6|46274814|190666|G5030|S|481749|0
20890397762270|410459705004|Block Group 4|1750551|225856|G5030|S|20840397761873|410459705002|Block Group 2|15475443|106287|G5030|S|26534|0
20890397762270|410459705004|Block Group 4|1750551|225856|G5030|S|20840397762270|410459705004|Block Group 4|1724017|225856|G5030|S|1724017|225856
20890397762370|410459705005|Block Group 5|2101913|310043|G5030|S|20840397762370|410459705005|Block Group 5|2101913|310043|G5030|S|2101913|310043
20890397761929|410459705006|Block Group 6|47075798|190666|G5030|S|20840397761929|410459705006|Block Group 6|46274814|190666|G5030|S|45793065|190666
20890397761929|410459705006|Block Group 6|47075798|190666|G5030|S|208403716740840|410459707001|Block Group 1|309846188|6204295|G5030|S|1282733|0
20890397761757|410459706001|Block Group 1|120081148|21150|G5030|S|20840397761757|410459706001|Block Group 1|118798153|1926|G5030|S|118798153|1926
20890397761757|410459706001|Block Group 1|120081148|21150|G5030|S|20840397762297|410459706004|Block Group 4|3070744|19224|G5030|S|1280383|19224
20890397761757|410459706001|Block Group 1|120081148|21150|G5030|S|208403716741030|410459709003|Block Group 3|5042090347|17501806|G5030|S|2612|0
20890397762123|410459706002|Block Group 2|117174381|0|G5030|S|20840397762123|410459706002|Block Group 2|147829488|229250|G5030|S|117174381|0
20890397762241|410459706003|Block Group 3|10835350|0|G5030|S|20840397762241|410459706003|Block Group 3|10835350|0|G5030|S|10835350|0
20890397762297|410459706004|Block Group 4|1790361|0|G5030|S|20840397762297|410459706004|Block Group 4|3070744|19224|G5030|S|1790361|0
208903716740822|410459706005|Block Group 5|119488360|229250|G5030|S|20840397762123|410459706002|Block Group 2|147829488|229250|G5030|S|30655107|229250
208903716740822|410459706005|Block Group 5|119488360|229250|G5030|S|208403716740822|410459706005|Block Group 5|88833253|0|G5030|S|88833253|0
208903716740840|410459707001|Block Group 1|308564491|6204295|G5030|S|208403716740840|410459707001|Block Group 1|309846188|6204295|G5030|S|308563455|6204295
208903716740840|410459707001|Block Group 1|308564491|6204295|G5030|S|208403716740977|410459709002|Block Group 2|19432306710|77129215|G5030|S|1036|0
20890397762421|410459709001|Block Group 1|61979517|1743609|G5030|S|20840397762421|410459709001|Block Group 1|62314462|1743609|G5030|S|61979517|1743609
208903716740977|410459709002|Block Group 2|19432305674|77129215|G5030|S|208403716740977|410459709002|Block Group 2|19432306710|77129215|G5030|S|19432305674|77129215
208903716741030|410459709003|Block Group 3|5042433790|17501806|G5030|S|20840206483154|410019501001|Block Group 1|2206000855|13837275|G5030|S|11997|0
208903716741030|410459709003|Block Group 3|5042433790|17501806|G5030|S|20840206483233|410019503003|Block Group 3|800115996|4526019|G5030|S|1593|0
208903716741030|410459709003|Block Group 3|5042433790|17501806|G5030|S|20840465411740|410239601003|Block Group 3|2127547054|234152|G5030|S|14706|0
208903716741030|410459709003|Block Group 3|5042433790|17501806|G5030|S|20840258165925|410259602001|Block Group 1|3996564544|15217813|G5030|S|3308|0
208903716741030|410459709003|Block Group 3|5042433790|17501806|G5030|S|20840397762421|410459709001|Block Group 1|62314462|1743609|G5030|S|334945|0
208903716741030|410459709003|Block Group 3|5042433790|17501806|G5030|S|208403716741030|410459709003|Block Group 3|5042090347|17501806|G5030|S|5042067241|17501806
20890397762320|410459709004|Block Group 4|41894952|1956522|G5030|S|20840397762320|410459709004|Block Group 4|41894952|1956522|G5030|S|41894952|1956522
20890446144812|410470002001|Block Group 1|619547|70521|G5030|S|20840446144812|410470002001|Block Group 1|619547|60664|G5030|S|619547|60664
20890446144812|410470002001|Block Group 1|619547|70521|G5030|S|20840447314256|410530052022|Block Group 2|3609686|290050|G5030|S|0|9857
20890446154357|410470002002|Block Group 2|996233|114980|G5030|S|20840446154357|410470002002|Block Group 2|996233|99210|G5030|S|996233|99210
20890446154357|410470002002|Block Group 2|996233|114980|G5030|S|20840447314257|410530051001|Block Group 1|633404|18201|G5030|S|0|4196
20890446154357|410470002002|Block Group 2|996233|114980|G5030|S|20840447314254|410530052013|Block Group 3|4002467|676882|G5030|S|0|9833
20890446154357|410470002002|Block Group 2|996233|114980|G5030|S|20840447314256|410530052022|Block Group 2|3609686|290050|G5030|S|0|1741
208903716965758|410470002003|Block Group 3|1517234|0|G5030|S|208403716965758|410470002003|Block Group 3|1517234|0|G5030|S|1517234|0
20890446184546|410470003001|Block Group 1|555902|0|G5030|S|20840446184546|410470003001|Block Group 1|555902|0|G5030|S|555902|0
20890446153564|410470003002|Block Group 2|294629|0|G5030|S|20840446153564|410470003002|Block Group 2|294629|0|G5030|S|294629|0
20890446153612|410470003003|Block Group 3|641446|113917|G5030|S|20840446153612|410470003003|Block Group 3|641446|75177|G5030|S|641446|75177
20890446153612|410470003003|Block Group 3|641446|113917|G5030|S|20840447314256|410530052022|Block Group 2|3609686|290050|G5030|S|0|38740
20890446153840|410470003004|Block Group 4|600217|0|G5030|S|20840446153840|410470003004|Block Group 4|600217|0|G5030|S|600217|0
20890446184742|410470004001|Block Group 1|1174337|150331|G5030|S|20840446184742|410470004001|Block Group 1|1174337|157495|G5030|S|1174337|149451
20890446184742|410470004001|Block Group 1|1174337|150331|G5030|S|20840447314256|410530052022|Block Group 2|3609686|290050|G5030|S|0|880
208903716965717|410470004002|Block Group 2|1526211|36720|G5030|S|208403716965717|410470004002|Block Group 2|1526211|36720|G5030|S|1526211|36720
208903716965713|410470004003|Block Group 3|2593873|0|G5030|S|208403716965713|410470004003|Block Group 3|2584205|0|G5030|S|2584058|0
208903716965713|410470004003|Block Group 3|2593873|0|G5030|S|208403716965715|410470005023|Block Group 3|806564|0|G5030|S|8392|0
208903716965713|410470004003|Block Group 3|2593873|0|G5030|S|20840446184708|410470015022|Block Group 2|1365251|0|G5030|S|1423|0
208903716965709|410470005011|Block Group 1|1449925|0|G5030|S|208403716965709|410470005011|Block Group 1|1449925|0|G5030|S|1449925|0
20890446154348|410470005012|Block Group 2|873552|0|G5030|S|20840446154348|410470005012|Block Group 2|873552|0|G5030|S|873552|0
208903716965710|410470005021|Block Group 1|427087|0|G5030|S|208403716965710|410470005021|Block Group 1|427087|0|G5030|S|427087|0
208903716965712|410470005022|Block Group 2|452285|0|G5030|S|208403716965712|410470005022|Block Group 2|452285|0|G5030|S|452285|0
208903716965715|410470005023|Block Group 3|798172|0|G5030|S|208403716965715|410470005023|Block Group 3|806564|0|G5030|S|798172|0
20890446152031|410470006001|Block Group 1|772477|0|G5030|S|20840446152031|410470006001|Block Group 1|733252|0|G5030|S|733252|0
20890446152031|410470006001|Block Group 1|772477|0|G5030|S|20840446153752|410470007011|Block Group 1|1088110|0|G5030|S|39225|0
20890446154001|410470006002|Block Group 2|653325|0|G5030|S|20840446154001|410470006002|Block Group 2|653325|0|G5030|S|653325|0
20890446153803|410470006003|Block Group 3|706140|0|G5030|S|20840446153803|410470006003|Block Group 3|706140|0|G5030|S|706140|0
2089015503756164|410470007021|Block Group 1|1025018|0|G5030|S|208403716965760|410470007012|Block Group 2|1025018|0|G5030|S|1025018|0
2089015503756137|410470007022|Block Group 2|1648819|0|G5030|S|20840446154407|410470007013|Block Group 3|1648962|0|G5030|S|1648819|0
2089015503756125|410470007031|Block Group 1|1048885|0|G5030|S|20840446153752|410470007011|Block Group 1|1088110|0|G5030|S|1048885|0
20890446154243|410470009001|Block Group 1|341141|0|G5030|S|20840446154243|410470009001|Block Group 1|341141|0|G5030|S|341141|0
20890446154373|410470009002|Block Group 2|300039|0|G5030|S|20840446154373|410470009002|Block Group 2|311399|0|G5030|S|300039|0
20890446185329|410470009003|Block Group 3|376331|0|G5030|S|20840446185329|410470009003|Block Group 3|376331|0|G5030|S|376331|0
20890446185232|410470009004|Block Group 4|318027|0|G5030|S|20840446185232|410470009004|Block Group 4|318027|0|G5030|S|318027|0
2089015503756163|410470009005|Block Group 5|226006|0|G5030|S|20840446154407|410470007013|Block Group 3|1648962|0|G5030|S|143|0
2089015503756163|410470009005|Block Group 5|226006|0|G5030|S|20840446154389|410470009006|Block Group 6|225863|0|G5030|S|225863|0
20890446154389|410470009006|Block Group 6|476944|0|G5030|S|20840446154144|410470009005|Block Group 5|239038|0|G5030|S|239038|0
20890446154389|410470009006|Block Group 6|476944|0|G5030|S|20840446185453|410470009007|Block Group 7|237906|0|G5030|S|237906|0
20890446185485|410470010001|Block Group 1|1458159|28890|G5030|S|20840446154373|410470009002|Block Group 2|311399|0|G5030|S|11360|0
20890446185485|410470010001|Block Group 1|1458159|28890|G5030|S|20840446185485|410470010001|Block Group 1|1446799|28890|G5030|S|1446799|28890
20890446154439|410470010002|Block Group 2|1952498|0|G5030|S|20840446154439|410470010002|Block Group 2|1838903|0|G5030|S|1838903|0
20890446154439|410470010002|Block Group 2|1952498|0|G5030|S|208403716965752|410470010003|Block Group 3|10469726|0|G5030|S|113595|0
208903716965752|410470010003|Block Group 3|10356131|0|G5030|S|208403716965752|410470010003|Block Group 3|10469726|0|G5030|S|10356131|0
208903716965728|410470011001|Block Group 1|662891|0|G5030|S|208403716965728|410470011001|Block Group 1|662891|0|G5030|S|662891|0
20890446153676|410470011002|Block Group 2|1036926|0|G5030|S|20840446153676|410470011002|Block Group 2|1036926|0|G5030|S|1036926|0
208903716965707|410470011003|Block Group 3|607187|0|G5030|S|208403716965707|410470011003|Block Group 3|606767|0|G5030|S|606767|0
208903716965707|410470011003|Block Group 3|607187|0|G5030|S|20840446154212|410470012002|Block Group 2|989835|0|G5030|S|420|0
20890446185163|410470012001|Block Group 1|1274398|0|G5030|S|20840446185163|410470012001|Block Group 1|1274398|0|G5030|S|1274398|0
20890446154212|410470012002|Block Group 2|989415|0|G5030|S|20840446154212|410470012002|Block Group 2|989835|0|G5030|S|989415|0
20890446185180|410470013001|Block Group 1|5991461|378244|G5030|S|20840446185180|410470013001|Block Group 1|5991461|357159|G5030|S|5991461|323245
20890446185180|410470013001|Block Group 1|5991461|378244|G5030|S|20840447314254|410530052013|Block Group 3|4002467|676882|G5030|S|0|54999
208903716965769|410470013002|Block Group 2|454281|0|G5030|S|208403716965769|410470013002|Block Group 2|454281|0|G5030|S|454281|0
20890446154182|410470013003|Block Group 3|405767|0|G5030|S|20840446154182|410470013003|Block Group 3|405767|0|G5030|S|405767|0
208903716965738|410470014011|Block Group 1|2450669|20342|G5030|S|208403716965738|410470014011|Block Group 1|2450669|20342|G5030|S|2450669|20342
208903716965734|410470014012|Block Group 2|4560984|459484|G5030|S|208403716965734|410470014012|Block Group 2|4560984|423971|G5030|S|4560984|417037
208903716965734|410470014012|Block Group 2|4560984|459484|G5030|S|208403694896690|410530053003|Block Group 3|12588340|411201|G5030|S|0|42447
208903716965770|410470014013|Block Group 3|1001134|0|G5030|S|208403716965770|410470014013|Block Group 3|1001134|0|G5030|S|1001134|0
208903716965719|410470014021|Block Group 1|623673|68341|G5030|S|208403716965719|410470014021|Block Group 1|623673|82408|G5030|S|623673|68341
208903716965721|410470014022|Block Group 2|777971|0|G5030|S|208403716965721|410470014022|Block Group 2|777971|0|G5030|S|777971|0
208903716965759|410470014023|Block Group 3|1170843|144739|G5030|S|208403716965759|410470014023|Block Group 3|1170843|161942|G5030|S|1170843|144739
20890446185113|410470015011|Block Group 1|1337614|0|G5030|S|20840446185113|410470015011|Block Group 1|1337614|0|G5030|S|1337614|0
20890446153736|410470015012|Block Group 2|865015|0|G5030|S|20840446153736|410470015012|Block Group 2|867165|0|G5030|S|865015|0
20890446144697|410470015013|Block Group 3|839019|0|G5030|S|20840446153736|410470015012|Block Group 2|867165|0|G5030|S|2150|0
20890446144697|410470015013|Block Group 3|839019|0|G5030|S|20840446144697|410470015013|Block Group 3|836869|0|G5030|S|836869|0
20890446154456|410470015021|Block Group 1|1039074|0|G5030|S|20840446154456|410470015021|Block Group 1|1039074|0|G5030|S|1039074|0
20890446184708|410470015022|Block Group 2|1363975|0|G5030|S|208403716965713|410470004003|Block Group 3|2584205|0|G5030|S|147|0
20890446184708|410470015022|Block Group 2|1363975|0|G5030|S|20840446184708|410470015022|Block Group 2|1365251|0|G5030|S|1363828|0
20890446154470|410470015023|Block Group 3|476824|0|G5030|S|20840446154470|410470015023|Block Group 3|476824|0|G5030|S|476824|0
20890446153819|410470015031|Block Group 1|536101|0|G5030|S|20840446153819|410470015031|Block Group 1|536101|0|G5030|S|536101|0
20890446153769|410470015032|Block Group 2|699341|0|G5030|S|20840446153769|410470015032|Block Group 2|699341|0|G5030|S|699341|0
20890446144686|410470015033|Block Group 3|1059523|0|G5030|S|20840446144686|410470015033|Block Group 3|1059523|0|G5030|S|1059523|0
20890446139335|410470016011|Block Group 1|1659944|0|G5030|S|20840446139335|410470016011|Block Group 1|1586988|0|G5030|S|1586988|0
20890446139335|410470016011|Block Group 1|1659944|0|G5030|S|20840446185061|410470025023|Block Group 3|3828937|0|G5030|S|72956|0
2089015503756165|410470016012|Block Group 2|753729|0|G5030|S|20840446185282|410470016013|Block Group 3|734819|0|G5030|S|734819|0
2089015503756165|410470016012|Block Group 2|753729|0|G5030|S|20840446153886|410470016024|Block Group 4|431107|0|G5030|S|18910|0
20890446185282|410470016013|Block Group 3|514591|0|G5030|S|20840446153901|410470016014|Block Group 4|514591|0|G5030|S|514591|0
20890446153901|410470016014|Block Group 4|502444|0|G5030|S|20840446137357|410470016012|Block Group 2|1178344|0|G5030|S|502444|0
2089015503756090|410470016015|Block Group 5|675900|0|G5030|S|20840446137357|410470016012|Block Group 2|1178344|0|G5030|S|675900|0
20890446185411|410470016031|Block Group 1|10682271|0|G5030|S|20840446185411|410470016031|Block Group 1|10682271|0|G5030|S|10682271|0
20890446153837|410470016032|Block Group 2|1277311|0|G5030|S|20840446153837|410470016032|Block Group 2|1277311|0|G5030|S|1277311|0
20890446185598|410470016033|Block Group 3|578894|0|G5030|S|20840446185598|410470016033|Block Group 3|578894|0|G5030|S|578894|0
20890446125503|410470016034|Block Group 4|465011|0|G5030|S|20840446125503|410470016034|Block Group 4|465011|0|G5030|S|465011|0
2089015503756146|410470016051|Block Group 1|552962|0|G5030|S|20840446144674|410470016021|Block Group 1|552962|0|G5030|S|552962|0
2089015503756260|410470016052|Block Group 2|502721|0|G5030|S|208403716965725|410470016022|Block Group 2|502721|0|G5030|S|502721|0
2089015503756173|410470016061|Block Group 1|350182|0|G5030|S|20840446184823|410470016023|Block Group 3|350182|0|G5030|S|350182|0
2089015503756168|410470016062|Block Group 2|412197|0|G5030|S|20840446153886|410470016024|Block Group 4|431107|0|G5030|S|412197|0
2089015503756235|410470016063|Block Group 3|1179468|0|G5030|S|20840446153917|410470016025|Block Group 5|1179468|0|G5030|S|1179468|0
2089015503756148|410470016071|Block Group 1|880318|0|G5030|S|20840446184928|410470016041|Block Group 1|962413|0|G5030|S|880318|0
2089015503756194|410470016072|Block Group 2|934472|0|G5030|S|20840446184928|410470016041|Block Group 1|962413|0|G5030|S|82095|0
2089015503756194|410470016072|Block Group 2|934472|0|G5030|S|20840446184946|410470016042|Block Group 2|876800|0|G5030|S|852377|0
2089015503756185|410470016081|Block Group 1|903653|0|G5030|S|20840446184994|410470016043|Block Group 3|903653|0|G5030|S|903653|0
2089015503756174|410470016082|Block Group 2|680824|0|G5030|S|20840446184946|410470016042|Block Group 2|876800|0|G5030|S|24423|0
2089015503756174|410470016082|Block Group 2|680824|0|G5030|S|20840446153933|410470016044|Block Group 4|656401|0|G5030|S|656401|0
20890446153967|410470017011|Block Group 1|563352|0|G5030|S|20840446153967|410470017011|Block Group 1|563352|0|G5030|S|563352|0
20890446144755|410470017012|Block Group 2|1174794|0|G5030|S|20840446144755|410470017012|Block Group 2|1174794|0|G5030|S|1174794|0
20890446153951|410470017013|Block Group 3|776180|0|G5030|S|20840446153951|410470017013|Block Group 3|776180|0|G5030|S|776180|0
20890446185627|410470017021|Block Group 1|510072|0|G5030|S|20840446185627|410470017021|Block Group 1|510072|0|G5030|S|510072|0
20890446185315|410470017022|Block Group 2|796615|0|G5030|S|20840446185315|410470017022|Block Group 2|796615|0|G5030|S|796615|0
20890446153984|410470017023|Block Group 3|694136|0|G5030|S|20840446153984|410470017023|Block Group 3|694136|0|G5030|S|694136|0
20890446185379|410470017031|Block Group 1|5816191|0|G5030|S|20840446185379|410470017031|Block Group 1|5816191|0|G5030|S|5816191|0
20890446144452|410470017032|Block Group 2|1085015|0|G5030|S|20840446144452|410470017032|Block Group 2|1085015|0|G5030|S|1085015|0
