OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
20790528383015|41041951800|Census Tract 9518|948395349|494185|G5020|S|20740248565345|41003010300|Census Tract 103|627593986|864196|G5020|S|5329|0
20790528383015|41041951800|Census Tract 9518|948395349|494185|G5020|S|20740528383015|41041951800|Census Tract 9518|948390020|494185|G5020|S|948390020|494185
207903716946542|41041990100|Census Tract 9901|0|450581370|G5020|S|207403716946542|41041990100|Census Tract 9901|0|518771006|G5020|S|0|450581370
2079015482529819|41043020101|Census Tract 201.01|137696500|2590354|G5020|S|20740270135073|41043020100|Census Tract 201|149200097|2603778|G5020|S|137668285|2465125
2079015482529819|41043020101|Census Tract 201.01|137696500|2590354|G5020|S|20740270135466|41047010802|Census Tract 108.02|108402170|2309225|G5020|S|28215|119602
2079015482529819|41043020101|Census Tract 201.01|137696500|2590354|G5020|S|20740447363383|41053020302|Census Tract 203.02|230777884|2274974|G5020|S|0|5627
2079015482529817|41043020102|Census Tract 201.02|1696328|0|G5020|S|20740270135073|41043020100|Census Tract 201|149200097|2603778|G5020|S|1696328|0
2079015482529837|41043020103|Census Tract 201.03|9767969|15987|G5020|S|20740270135073|41043020100|Census Tract 201|149200097|2603778|G5020|S|9767969|15987
20790270135093|41043020200|Census Tract 202|22490512|0|G5020|S|20740270135093|41043020200|Census Tract 202|22494349|0|G5020|S|22490512|0
20790270135133|41043020300|Census Tract 203|6236847|0|G5020|S|20740270135133|41043020300|Census Tract 203|6240097|0|G5020|S|6236847|0
20790270135336|41043020400|Census Tract 204|2879453|271833|G5020|S|20740270135336|41043020400|Census Tract 204|2878308|271833|G5020|S|2878308|271833
20790270135336|41043020400|Census Tract 204|2879453|271833|G5020|S|207403716966994|41043020801|Census Tract 208.01|1584276|0|G5020|S|1145|0
20790270135258|41043020500|Census Tract 205|2743827|45369|G5020|S|20740270135258|41043020500|Census Tract 205|2743827|45369|G5020|S|2743827|45369
2079015482529864|41043020601|Census Tract 206.01|4059909|90650|G5020|S|20740270135156|41043020600|Census Tract 206|5728139|90650|G5020|S|4059909|90650
2079015482529855|41043020602|Census Tract 206.02|1668230|0|G5020|S|20740270135156|41043020600|Census Tract 206|5728139|90650|G5020|S|1668230|0
20790270135426|41043020700|Census Tract 207|6787635|0|G5020|S|20740270135426|41043020700|Census Tract 207|6787635|0|G5020|S|6787635|0
207903716966994|41043020801|Census Tract 208.01|1583131|0|G5020|S|207403716966994|41043020801|Census Tract 208.01|1584276|0|G5020|S|1583131|0
207903716966979|41043020802|Census Tract 208.02|3193349|0|G5020|S|207403716966979|41043020802|Census Tract 208.02|3193349|0|G5020|S|3193349|0
20790270135180|41043030100|Census Tract 301|272218459|3509263|G5020|S|20740270135180|41043030100|Census Tract 301|272121163|3514639|G5020|S|272115986|3505106
20790270135180|41043030100|Census Tract 301|272218459|3509263|G5020|S|20740270135448|41047010801|Census Tract 108.01|113056609|934165|G5020|S|102473|4157
2079015482529825|41043030201|Census Tract 302.01|762307121|6461589|G5020|S|20740270135314|41043030200|Census Tract 302|882433336|8030898|G5020|S|762293752|6341645
2079015482529825|41043030201|Census Tract 302.01|762307121|6461589|G5020|S|20740446461256|41047010600|Census Tract 106|1112074381|10962562|G5020|S|13369|119944
2079015482529839|41043030202|Census Tract 302.02|120557360|1874224|G5020|S|20740270135314|41043030200|Census Tract 302|882433336|8030898|G5020|S|120092271|1600448
2079015482529839|41043030202|Census Tract 302.02|120557360|1874224|G5020|S|20740446461256|41047010600|Census Tract 106|1112074381|10962562|G5020|S|0|59859
2079015482529839|41043030202|Census Tract 302.02|120557360|1874224|G5020|S|20740446461149|41047010701|Census Tract 107.01|14477557|74335|G5020|S|0|26582
2079015482529839|41043030202|Census Tract 302.02|120557360|1874224|G5020|S|20740270135488|41047010702|Census Tract 107.02|194845264|1152898|G5020|S|465089|187335
20790270135056|41043030300|Census Tract 303|3066409837|21791547|G5020|S|20740443727452|41039000100|Census Tract 1|2176803254|15791757|G5020|S|3038136|0
20790270135056|41043030300|Census Tract 303|3066409837|21791547|G5020|S|20740443727443|41039000200|Census Tract 2|517030876|1504816|G5020|S|28245|0
20790270135056|41043030300|Census Tract 303|3066409837|21791547|G5020|S|20740270135056|41043030300|Census Tract 303|3063731477|21791547|G5020|S|3063339881|21791547
20790270135056|41043030300|Census Tract 303|3066409837|21791547|G5020|S|20740446461256|41047010600|Census Tract 106|1112074381|10962562|G5020|S|3575|0
20790270135278|41043030401|Census Tract 304.01|86860495|814247|G5020|S|20740270135278|41043030401|Census Tract 304.01|86861056|814958|G5020|S|86860495|814236
20790270135278|41043030401|Census Tract 304.01|86860495|814247|G5020|S|20740270135370|41043030402|Census Tract 304.02|113980536|4326006|G5020|S|0|11
2079015482529860|41043030403|Census Tract 304.03|31713962|4326717|G5020|S|20740270135278|41043030401|Census Tract 304.01|86861056|814958|G5020|S|0|722
2079015482529860|41043030403|Census Tract 304.03|31713962|4326717|G5020|S|20740270135370|41043030402|Census Tract 304.02|113980536|4326006|G5020|S|31713962|4325995
2079015482529857|41043030404|Census Tract 304.04|82267135|0|G5020|S|20740270135278|41043030401|Census Tract 304.01|86861056|814958|G5020|S|561|0
2079015482529857|41043030404|Census Tract 304.04|82267135|0|G5020|S|20740270135370|41043030402|Census Tract 304.02|113980536|4326006|G5020|S|82266574|0
20790270135203|41043030500|Census Tract 305|515788578|37549|G5020|S|20740443727443|41039000200|Census Tract 2|517030876|1504816|G5020|S|21746|0
20790270135203|41043030500|Census Tract 305|515788578|37549|G5020|S|20740270135203|41043030500|Census Tract 305|515775045|37549|G5020|S|515766832|37549
20790248565535|41043030600|Census Tract 306|384403934|4911011|G5020|S|20740248565564|41039000404|Census Tract 4.04|78023530|1347797|G5020|S|151082|24815
20790248565535|41043030600|Census Tract 306|384403934|4911011|G5020|S|20740248565535|41043030600|Census Tract 306|384789965|5414758|G5020|S|384252852|4886196
20790270135113|41043030700|Census Tract 307|152600584|1558007|G5020|S|20740270135093|41043020200|Census Tract 202|22494349|0|G5020|S|3837|0
20790270135113|41043030700|Census Tract 307|152600584|1558007|G5020|S|20740270135133|41043020300|Census Tract 203|6240097|0|G5020|S|3250|0
20790270135113|41043030700|Census Tract 307|152600584|1558007|G5020|S|20740270135113|41043030700|Census Tract 307|152593497|1558007|G5020|S|152593497|1558007
2079015482529823|41043030801|Census Tract 308.01|7697628|0|G5020|S|20740270135353|41043030800|Census Tract 308|74493594|368495|G5020|S|7697628|0
2079015482529843|41043030802|Census Tract 308.02|66795966|368495|G5020|S|20740270135353|41043030800|Census Tract 308|74493594|368495|G5020|S|66795966|368495
20790270135296|41043030903|Census Tract 309.03|5848073|0|G5020|S|20740270135296|41043030903|Census Tract 309.03|5848936|0|G5020|S|5848073|0
20790270135406|41043030904|Census Tract 309.04|6601984|679673|G5020|S|20740270135237|41043030902|Census Tract 309.02|166853881|885037|G5020|S|529848|179273
20790270135406|41043030904|Census Tract 309.04|6601984|679673|G5020|S|20740270135296|41043030903|Census Tract 309.03|5848936|0|G5020|S|863|0
20790270135406|41043030904|Census Tract 309.04|6601984|679673|G5020|S|20740270135406|41043030904|Census Tract 309.04|6071273|500400|G5020|S|6071273|500400
2079015482529841|41043030905|Census Tract 309.05|58990713|0|G5020|S|20740270135237|41043030902|Census Tract 309.02|166853881|885037|G5020|S|58990713|0
2079015482529821|41043030906|Census Tract 309.06|107333320|705764|G5020|S|20740270135237|41043030902|Census Tract 309.02|166853881|885037|G5020|S|107333320|705764
20790397924878|41045940000|Census Tract 9400|78497421|0|G5020|S|20740397924878|41045940000|Census Tract 9400|78497421|0|G5020|S|78497421|0
20790397924673|41045970200|Census Tract 9702|75174286|491585|G5020|S|20740397924673|41045970200|Census Tract 9702|75176460|491585|G5020|S|75174286|491585
20790397924554|41045970300|Census Tract 9703|18352535|0|G5020|S|20740397924673|41045970200|Census Tract 9702|75176460|491585|G5020|S|2174|0
20790397924554|41045970300|Census Tract 9703|18352535|0|G5020|S|20740397924554|41045970300|Census Tract 9703|18332947|0|G5020|S|18330600|0
20790397924554|41045970300|Census Tract 9703|18352535|0|G5020|S|20740397924721|41045970500|Census Tract 9705|168566819|2966121|G5020|S|19761|0
20790397924595|41045970400|Census Tract 9704|10649250|753766|G5020|S|20740397924554|41045970300|Census Tract 9703|18332947|0|G5020|S|2347|0
20790397924595|41045970400|Census Tract 9704|10649250|753766|G5020|S|20740397924595|41045970400|Census Tract 9704|10646903|753766|G5020|S|10646903|753766
20790397924721|41045970500|Census Tract 9705|169829791|2966121|G5020|S|20740397924721|41045970500|Census Tract 9705|168566819|2966121|G5020|S|168547058|2966121
20790397924721|41045970500|Census Tract 9705|169829791|2966121|G5020|S|20740397924783|41045970700|Census Tract 9707|309846188|6204295|G5020|S|1282733|0
20790397924630|41045970600|Census Tract 9706|369369600|250400|G5020|S|20740397924630|41045970600|Census Tract 9706|369366988|250400|G5020|S|369366988|250400
20790397924630|41045970600|Census Tract 9706|369369600|250400|G5020|S|207403716726515|41045970900|Census Tract 9709|24578606471|98331152|G5020|S|2612|0
20790397924783|41045970700|Census Tract 9707|308564491|6204295|G5020|S|20740397924783|41045970700|Census Tract 9707|309846188|6204295|G5020|S|308563455|6204295
20790397924783|41045970700|Census Tract 9707|308564491|6204295|G5020|S|207403716726515|41045970900|Census Tract 9709|24578606471|98331152|G5020|S|1036|0
207903716726515|41045970900|Census Tract 9709|24578613933|98331152|G5020|S|20740206509209|41001950100|Census Tract 9501|2871062057|14489031|G5020|S|11997|0
207903716726515|41045970900|Census Tract 9709|24578613933|98331152|G5020|S|20740206509145|41001950300|Census Tract 9503|1751771865|5231275|G5020|S|1593|0
207903716726515|41045970900|Census Tract 9709|24578613933|98331152|G5020|S|20740465474733|41023960100|Census Tract 9601|7090605376|1331501|G5020|S|14706|0
207903716726515|41045970900|Census Tract 9709|24578613933|98331152|G5020|S|20740258195455|41025960200|Census Tract 9602|23044191313|238445176|G5020|S|3308|0
207903716726515|41045970900|Census Tract 9709|24578613933|98331152|G5020|S|207403716726515|41045970900|Census Tract 9709|24578606471|98331152|G5020|S|24578582329|98331152
20790446459262|41047000200|Census Tract 2|3133014|185501|G5020|S|20740446459262|41047000200|Census Tract 2|3133014|159874|G5020|S|3133014|159874
20790446459262|41047000200|Census Tract 2|3133014|185501|G5020|S|20740447363405|41053005100|Census Tract 51|979825|18201|G5020|S|0|4196
20790446459262|41047000200|Census Tract 2|3133014|185501|G5020|S|20740447363401|41053005201|Census Tract 52.01|6786474|676882|G5020|S|0|9833
20790446459262|41047000200|Census Tract 2|3133014|185501|G5020|S|20740447363396|41053005202|Census Tract 52.02|8061391|290050|G5020|S|0|11598
20790446461075|41047000300|Census Tract 3|2092194|113917|G5020|S|20740446461075|41047000300|Census Tract 3|2092194|75177|G5020|S|2092194|75177
20790446461075|41047000300|Census Tract 3|2092194|113917|G5020|S|20740447363396|41053005202|Census Tract 52.02|8061391|290050|G5020|S|0|38740
20790446461184|41047000400|Census Tract 4|5294421|187051|G5020|S|20740446461184|41047000400|Census Tract 4|5284753|194215|G5020|S|5284606|186171
20790446461184|41047000400|Census Tract 4|5294421|187051|G5020|S|207403716962767|41047000502|Census Tract 5.02|1685936|0|G5020|S|8392|0
20790446461184|41047000400|Census Tract 4|5294421|187051|G5020|S|20740446461169|41047001502|Census Tract 15.02|2881149|0|G5020|S|1423|0
20790446461184|41047000400|Census Tract 4|5294421|187051|G5020|S|20740447363396|41053005202|Census Tract 52.02|8061391|290050|G5020|S|0|880
207903716962881|41047000501|Census Tract 5.01|2323477|0|G5020|S|207403716962881|41047000501|Census Tract 5.01|2323477|0|G5020|S|2323477|0
207903716962767|41047000502|Census Tract 5.02|1677544|0|G5020|S|207403716962767|41047000502|Census Tract 5.02|1685936|0|G5020|S|1677544|0
20790446459273|41047000600|Census Tract 6|2131942|0|G5020|S|20740446459273|41047000600|Census Tract 6|2092717|0|G5020|S|2092717|0
20790446459273|41047000600|Census Tract 6|2131942|0|G5020|S|207403716963066|41047000701|Census Tract 7.01|3762090|0|G5020|S|39225|0
2079015503756138|41047000702|Census Tract 7.02|2673837|0|G5020|S|207403716963066|41047000701|Census Tract 7.01|3762090|0|G5020|S|2673837|0
2079015503756130|41047000703|Census Tract 7.03|1048885|0|G5020|S|207403716963066|41047000701|Census Tract 7.01|3762090|0|G5020|S|1048885|0
20790446451862|41047000900|Census Tract 9|2038488|0|G5020|S|207403716963066|41047000701|Census Tract 7.01|3762090|0|G5020|S|143|0
20790446451862|41047000900|Census Tract 9|2038488|0|G5020|S|20740446451862|41047000900|Census Tract 9|2049705|0|G5020|S|2038345|0
20790446456822|41047001000|Census Tract 10|13766788|28890|G5020|S|20740446451862|41047000900|Census Tract 9|2049705|0|G5020|S|11360|0
20790446456822|41047001000|Census Tract 10|13766788|28890|G5020|S|20740446456822|41047001000|Census Tract 10|13755428|28890|G5020|S|13755428|28890
20790446459284|41047001100|Census Tract 11|2307004|0|G5020|S|20740446459284|41047001100|Census Tract 11|2306584|0|G5020|S|2306584|0
20790446459284|41047001100|Census Tract 11|2307004|0|G5020|S|20740446450230|41047001200|Census Tract 12|2264233|0|G5020|S|420|0
20790446450230|41047001200|Census Tract 12|2263813|0|G5020|S|20740446450230|41047001200|Census Tract 12|2264233|0|G5020|S|2263813|0
20790446450839|41047001300|Census Tract 13|6851509|378244|G5020|S|20740446450839|41047001300|Census Tract 13|6851509|357159|G5020|S|6851509|323245
20790446450839|41047001300|Census Tract 13|6851509|378244|G5020|S|20740447363401|41053005201|Census Tract 52.01|6786474|676882|G5020|S|0|54999
207903716962805|41047001401|Census Tract 14.01|8012787|479826|G5020|S|207403716962805|41047001401|Census Tract 14.01|8012787|444313|G5020|S|8012787|437379
207903716962805|41047001401|Census Tract 14.01|8012787|479826|G5020|S|20740447363416|41053005300|Census Tract 53|176271448|1861081|G5020|S|0|42447
207903716963063|41047001402|Census Tract 14.02|2572487|213080|G5020|S|207403716963063|41047001402|Census Tract 14.02|2572487|244350|G5020|S|2572487|213080
20790446449272|41047001501|Census Tract 15.01|3041648|0|G5020|S|20740446449272|41047001501|Census Tract 15.01|3041648|0|G5020|S|3041648|0
20790446461169|41047001502|Census Tract 15.02|2879873|0|G5020|S|20740446461184|41047000400|Census Tract 4|5284753|194215|G5020|S|147|0
20790446461169|41047001502|Census Tract 15.02|2879873|0|G5020|S|20740446461169|41047001502|Census Tract 15.02|2881149|0|G5020|S|2879726|0
20790446459239|41047001503|Census Tract 15.03|2294965|0|G5020|S|20740446459239|41047001503|Census Tract 15.03|2294965|0|G5020|S|2294965|0
20790446452598|41047001601|Census Tract 16.01|4106608|0|G5020|S|20740446452598|41047001601|Census Tract 16.01|4014742|0|G5020|S|4014742|0
20790446452598|41047001601|Census Tract 16.01|4106608|0|G5020|S|20740446461213|41047001602|Census Tract 16.02|3016440|0|G5020|S|18910|0
20790446452598|41047001601|Census Tract 16.01|4106608|0|G5020|S|207403716962856|41047002502|Census Tract 25.02|120447709|1385479|G5020|S|72956|0
20790446455983|41047001603|Census Tract 16.03|13003487|0|G5020|S|20740446455983|41047001603|Census Tract 16.03|13003487|0|G5020|S|13003487|0
2079015503756147|41047001605|Census Tract 16.05|1055683|0|G5020|S|20740446461213|41047001602|Census Tract 16.02|3016440|0|G5020|S|1055683|0
2079015503756172|41047001606|Census Tract 16.06|1941847|0|G5020|S|20740446461213|41047001602|Census Tract 16.02|3016440|0|G5020|S|1941847|0
2079015503756149|41047001607|Census Tract 16.07|1814790|0|G5020|S|20740446461228|41047001604|Census Tract 16.04|3399267|0|G5020|S|1814790|0
2079015503756175|41047001608|Census Tract 16.08|1584477|0|G5020|S|20740446461228|41047001604|Census Tract 16.04|3399267|0|G5020|S|1584477|0
20790446459250|41047001701|Census Tract 17.01|2514326|0|G5020|S|20740446459250|41047001701|Census Tract 17.01|2514326|0|G5020|S|2514326|0
20790446452951|41047001702|Census Tract 17.02|2000823|0|G5020|S|20740446452951|41047001702|Census Tract 17.02|2000823|0|G5020|S|2000823|0
20790446454875|41047001703|Census Tract 17.03|7566350|0|G5020|S|20740446454875|41047001703|Census Tract 17.03|7566350|0|G5020|S|7566350|0
20790446457165|41047001801|Census Tract 18.01|3368266|0|G5020|S|20740446457165|41047001801|Census Tract 18.01|3378214|0|G5020|S|3368266|0
20790446461108|41047001802|Census Tract 18.02|8557582|0|G5020|S|20740446461108|41047001802|Census Tract 18.02|8557582|0|G5020|S|8557582|0
20790446461138|41047001803|Census Tract 18.03|15743709|0|G5020|S|20740446457165|41047001801|Census Tract 18.01|3378214|0|G5020|S|9948|0
20790446461138|41047001803|Census Tract 18.03|15743709|0|G5020|S|20740446461138|41047001803|Census Tract 18.03|15733761|0|G5020|S|15733761|0
2079015503756140|41047002001|Census Tract 20.01|3116295|0|G5020|S|20740446461128|41047002000|Census Tract 20|6395355|0|G5020|S|3116295|0
2079015503756206|41047002002|Census Tract 20.02|3333723|0|G5020|S|20740446461128|41047002000|Census Tract 20|6395355|0|G5020|S|3279060|0
2079015503756206|41047002002|Census Tract 20.02|3333723|0|G5020|S|20740446454134|41047002800|Census Tract 28|49150626|573701|G5020|S|54663|0
207903716962954|41047002101|Census Tract 21.01|1044320|16603|G5020|S|207403716962954|41047002101|Census Tract 21.01|1044320|16603|G5020|S|1044320|16603
207903716962905|41047002102|Census Tract 21.02|3077011|0|G5020|S|207403716962905|41047002102|Census Tract 21.02|3077011|0|G5020|S|3077011|0
207903716963058|41047002201|Census Tract 22.01|1362171|0|G5020|S|207403716963058|41047002201|Census Tract 22.01|1362171|0|G5020|S|1362171|0
207903716962934|41047002202|Census Tract 22.02|4026210|0|G5020|S|207403716962934|41047002202|Census Tract 22.02|4026210|0|G5020|S|4026210|0
20790446456252|41047002301|Census Tract 23.01|3636993|0|G5020|S|20740446456252|41047002301|Census Tract 23.01|3636993|0|G5020|S|3636993|0
207903716962923|41047002303|Census Tract 23.03|3511281|0|G5020|S|207403716962923|41047002303|Census Tract 23.03|3511281|0|G5020|S|3511281|0
207903716963013|41047002304|Census Tract 23.04|5544817|0|G5020|S|207403716963013|41047002304|Census Tract 23.04|5544817|0|G5020|S|5544817|0
20790446461159|41047002400|Census Tract 24|30683938|1817416|G5020|S|20740446450839|41047001300|Census Tract 13|6851509|357159|G5020|S|0|33914
20790446461159|41047002400|Census Tract 24|30683938|1817416|G5020|S|20740446461159|41047002400|Census Tract 24|31130374|1785148|G5020|S|30683938|1655235
20790446461159|41047002400|Census Tract 24|30683938|1817416|G5020|S|20740447363401|41053005201|Census Tract 52.01|6786474|676882|G5020|S|0|41830
20790446461159|41047002400|Census Tract 24|30683938|1817416|G5020|S|20740447363416|41053005300|Census Tract 53|176271448|1861081|G5020|S|0|86437
207903716962856|41047002502|Census Tract 25.02|120347052|1526158|G5020|S|207403716962856|41047002502|Census Tract 25.02|120447709|1385479|G5020|S|120347052|1342654
207903716962856|41047002502|Census Tract 25.02|120347052|1526158|G5020|S|20740447363416|41053005300|Census Tract 53|176271448|1861081|G5020|S|0|60478
207903716962856|41047002502|Census Tract 25.02|120347052|1526158|G5020|S|20740450156242|41071030900|Census Tract 309|136727721|3373750|G5020|S|0|123026
2079015503756116|41047002503|Census Tract 25.03|2709929|0|G5020|S|207403716962974|41047002501|Census Tract 25.01|5112170|0|G5020|S|2709095|0
2079015503756116|41047002503|Census Tract 25.03|2709929|0|G5020|S|207403716962856|41047002502|Census Tract 25.02|120447709|1385479|G5020|S|834|0
2079015503756216|41047002504|Census Tract 25.04|2429942|0|G5020|S|207403716962974|41047002501|Census Tract 25.01|5112170|0|G5020|S|2403075|0
2079015503756216|41047002504|Census Tract 25.04|2429942|0|G5020|S|207403716962856|41047002502|Census Tract 25.02|120447709|1385479|G5020|S|26867|0
20790446461267|41047002600|Census Tract 26|94296976|40317|G5020|S|20740446461267|41047002600|Census Tract 26|94298455|40317|G5020|S|94296976|40317
2079015503756048|41047002701|Census Tract 27.01|54682502|46746|G5020|S|20740446461086|41047002700|Census Tract 27|103220042|46746|G5020|S|54682502|46746
2079015503756050|41047002702|Census Tract 27.02|48539019|0|G5020|S|20740446461267|41047002600|Census Tract 26|94298455|40317|G5020|S|1479|0
2079015503756050|41047002702|Census Tract 27.02|48539019|0|G5020|S|20740446461086|41047002700|Census Tract 27|103220042|46746|G5020|S|48537540|0
20790446454134|41047002800|Census Tract 28|49148818|592033|G5020|S|20740446454134|41047002800|Census Tract 28|49150626|573701|G5020|S|49095963|531322
20790446454134|41047002800|Census Tract 28|49148818|592033|G5020|S|20740447363383|41053020302|Census Tract 203.02|230777884|2274974|G5020|S|52855|60711
20790446458972|41047010100|Census Tract 101|127176670|4259503|G5020|S|20740446458972|41047010100|Census Tract 101|127165800|4351028|G5020|S|127165800|3982894
20790446458972|41047010100|Census Tract 101|127176670|4259503|G5020|S|20740450156289|41071030202|Census Tract 302.02|5276925|172873|G5020|S|0|16404
20790446458972|41047010100|Census Tract 101|127176670|4259503|G5020|S|20740450156242|41071030900|Census Tract 309|136727721|3373750|G5020|S|10870|260205
207903716963056|41047010201|Census Tract 102.01|54514690|512052|G5020|S|207403716963056|41047010201|Census Tract 102.01|54521402|512052|G5020|S|54514690|512052
207903716963048|41047010202|Census Tract 102.02|60080621|179034|G5020|S|20740678464523|41005022800|Census Tract 228|36680603|1198111|G5020|S|0|4501
207903716963048|41047010202|Census Tract 102.02|60080621|179034|G5020|S|207403716963048|41047010202|Census Tract 102.02|60080621|174533|G5020|S|60080621|174533
20790446456624|41047010303|Census Tract 103.03|98381631|144538|G5020|S|20740446456624|41047010303|Census Tract 103.03|98306401|144538|G5020|S|98306162|144538
20790446456624|41047010303|Census Tract 103.03|98381631|144538|G5020|S|207403716963061|41047010306|Census Tract 103.06|4626419|0|G5020|S|75469|0
20790446457585|41047010304|Census Tract 103.04|3412450|0|G5020|S|20740446456624|41047010303|Census Tract 103.03|98306401|144538|G5020|S|239|0
20790446457585|41047010304|Census Tract 103.04|3412450|0|G5020|S|20740446457585|41047010304|Census Tract 103.04|3384730|0|G5020|S|3384730|0
20790446457585|41047010304|Census Tract 103.04|3412450|0|G5020|S|207403716963061|41047010306|Census Tract 103.06|4626419|0|G5020|S|27481|0
20790446461278|41047010305|Census Tract 103.05|18845597|73422|G5020|S|20740446461278|41047010305|Census Tract 103.05|18832938|73422|G5020|S|18832938|73422
20790446461278|41047010305|Census Tract 103.05|18845597|73422|G5020|S|207403716963061|41047010306|Census Tract 103.06|4626419|0|G5020|S|12659|0
207903716963051|41047010307|Census Tract 103.07|7444151|0|G5020|S|207403716963051|41047010307|Census Tract 103.07|7446450|0|G5020|S|7444151|0
2079015503756029|41047010308|Census Tract 103.08|2864762|0|G5020|S|207403716963061|41047010306|Census Tract 103.06|4626419|0|G5020|S|2864762|0
2079015503756024|41047010309|Census Tract 103.09|1648347|0|G5020|S|207403716963061|41047010306|Census Tract 103.06|4626419|0|G5020|S|1646048|0
2079015503756024|41047010309|Census Tract 103.09|1648347|0|G5020|S|207403716963051|41047010307|Census Tract 103.07|7446450|0|G5020|S|2299|0
20790446451367|41047010400|Census Tract 104|79677285|88697|G5020|S|20740678464524|41005023800|Census Tract 238|198189058|525412|G5020|S|34969|0
20790446451367|41047010400|Census Tract 104|79677285|88697|G5020|S|20740446451367|41047010400|Census Tract 104|79666352|88697|G5020|S|79642316|88697
20790446449715|41047010501|Census Tract 105.01|395620027|31648|G5020|S|20740678464481|41005024000|Census Tract 240|631520745|482463|G5020|S|54942|0
20790446449715|41047010501|Census Tract 105.01|395620027|31648|G5020|S|20740446449715|41047010501|Census Tract 105.01|395906181|31648|G5020|S|395565085|31648
20790446458018|41047010502|Census Tract 105.02|4969213|42776|G5020|S|20740446458018|41047010502|Census Tract 105.02|4969213|42776|G5020|S|4969213|42776
20790446461118|41047010503|Census Tract 105.03|101090680|307295|G5020|S|20740446461118|41047010503|Census Tract 105.03|101090680|307295|G5020|S|101090680|307295
20790446461256|41047010600|Census Tract 106|1111889756|10854192|G5020|S|20740528234323|41031940000|Census Tract 9400|1052061952|8834853|G5020|S|252722|0
20790446461256|41047010600|Census Tract 106|1111889756|10854192|G5020|S|20740270135314|41043030200|Census Tract 302|882433336|8030898|G5020|S|47313|71433
20790446461256|41047010600|Census Tract 106|1111889756|10854192|G5020|S|20740270135056|41043030300|Census Tract 303|3063731477|21791547|G5020|S|114901|0
20790446461256|41047010600|Census Tract 106|1111889756|10854192|G5020|S|20740446461256|41047010600|Census Tract 106|1112074381|10962562|G5020|S|1111403136|10782759
20790446461256|41047010600|Census Tract 106|1111889756|10854192|G5020|S|20740449643633|41065970800|Census Tract 9708|5503407696|20391874|G5020|S|71684|0
20790446461149|41047010701|Census Tract 107.01|14477557|47753|G5020|S|20740446461149|41047010701|Census Tract 107.01|14477557|74335|G5020|S|14477557|47753
20790270135488|41047010702|Census Tract 107.02|194380175|982935|G5020|S|20740270135314|41043030200|Census Tract 302|882433336|8030898|G5020|S|0|17372
20790270135488|41047010702|Census Tract 107.02|194380175|982935|G5020|S|20740270135488|41047010702|Census Tract 107.02|194845264|1152898|G5020|S|194380175|965563
20790270135448|41047010801|Census Tract 108.01|112959313|939541|G5020|S|20740270135180|41043030100|Census Tract 301|272121163|3514639|G5020|S|5177|9533
20790270135448|41047010801|Census Tract 108.01|112959313|939541|G5020|S|20740270135448|41047010801|Census Tract 108.01|113056609|934165|G5020|S|112954136|930008
20790270135466|41047010802|Census Tract 108.02|108441470|2467874|G5020|S|20740270135073|41043020100|Census Tract 201|149200097|2603778|G5020|S|67515|122666
20790270135466|41047010802|Census Tract 108.02|108441470|2467874|G5020|S|20740270135466|41047010802|Census Tract 108.02|108402170|2309225|G5020|S|108373955|2167681
20790270135466|41047010802|Census Tract 108.02|108441470|2467874|G5020|S|20740447363383|41053020302|Census Tract 203.02|230777884|2274974|G5020|S|0|177527
2079015482997406|41049970101|Census Tract 9701.01|642097073|23370579|G5020|S|20740207283905|41049970100|Census Tract 9701|796435496|43138889|G5020|S|642097073|23368975
2079015482997406|41049970101|Census Tract 9701.01|642097073|23370579|G5020|S|20740228669118|53005011600|Census Tract 116|1546214799|90846021|G5020|S|0|833
2079015482997406|41049970101|Census Tract 9701.01|642097073|23370579|G5020|S|20740228669564|53039950100|Census Tract 9501|3308910847|53813666|G5020|S|0|771
2079015482997396|41049970102|Census Tract 9701.02|154331221|19776533|G5020|S|20740207283905|41049970100|Census Tract 9701|796435496|43138889|G5020|S|154323041|19769914
2079015482997396|41049970102|Census Tract 9701.02|154331221|19776533|G5020|S|20740448396580|41059950900|Census Tract 9509|63559928|5699767|G5020|S|8180|0
2079015482997396|41049970102|Census Tract 9701.02|154331221|19776533|G5020|S|20740228669118|53005011600|Census Tract 116|1546214799|90846021|G5020|S|0|6619
20790207283925|41049970200|Census Tract 9702|4462617793|1225618|G5020|S|20740527310632|41021960100|Census Tract 9601|3120088645|46882525|G5020|S|3500|0
20790207283925|41049970200|Census Tract 9702|4462617793|1225618|G5020|S|20740465474733|41023960100|Census Tract 9601|7090605376|1331501|G5020|S|175723|0
20790207283925|41049970200|Census Tract 9702|4462617793|1225618|G5020|S|20740207283925|41049970200|Census Tract 9702|4462645950|1225618|G5020|S|4462418329|1225618
20790207283925|41049970200|Census Tract 9702|4462617793|1225618|G5020|S|20740448396581|41059951100|Census Tract 9511|54377197|99014|G5020|S|20241|0
