Geo,Year,Latitude,Longitude
80,2005,45.52932226,-122.6859028
81,2005,45.52889518,-122.6774117
82,2005,45.52037578,-122.6896821
83,2005,45.51646198,-122.6914407
84,2005,45.51211355,-122.6839978
85,2005,45.50307411,-122.6736227
86,2005,45.49997016,-122.6964465
87,2005,45.48230328,-122.6742582
88,2005,45.4892058,-122.6870146
89,2005,45.47513407,-122.6869757
90,2005,45.48505784,-122.7006467
91,2005,45.4665511,-122.681946
92,2005,45.44872101,-122.6704702
93,2005,45.44391529,-122.6975111
94,2005,45.44741602,-122.721003
95,2005,45.43712974,-122.7259951
96,2005,45.45709587,-122.7341915
97,2005,45.46173376,-122.7136452
98,2005,45.4719141,-122.7334191
99,2005,45.47107034,-122.7072762
100,2005,45.48156935,-122.7336736
101,2005,45.47970805,-122.7133376
102,2005,45.49267771,-122.7354797
103,2005,45.49139534,-122.7185345
104,2005,45.50814949,-122.7309681
105,2005,45.55719448,-122.7894842
106,2005,45.66944167,-122.849441
107,2005,45.62382025,-122.7008817
108,2005,45.61205173,-122.719313
109,2005,45.57841676,-122.5762804
110,2005,45.56584289,-122.6076471
111,2005,45.55687555,-122.6089965
112,2005,45.56013981,-122.5876111
113,2005,45.5592324,-122.5710296
114,2005,45.55545492,-122.5666557
115,2005,45.55336445,-122.5481518
116,2005,45.54039358,-122.5542982
117,2005,45.54029564,-122.5431116
118,2005,45.52804434,-122.552494
119,2005,45.51034215,-122.5572925
120,2005,45.5148853,-122.5458688
121,2005,45.4973047,-122.5722557
122,2005,45.49705879,-122.5568976
123,2005,45.49692033,-122.542827
124,2005,45.48281648,-122.5471291
125,2005,45.468689,-122.5841985
126,2005,45.47225703,-122.6026931
127,2005,45.46506692,-122.6026791
128,2005,45.47031663,-122.5168909
129,2005,45.4674517,-122.5605833
130,2005,45.49263734,-122.5307066
131,2005,45.50071243,-122.5087011
132,2005,45.48846145,-122.5064135
133,2005,45.51326814,-122.5293542
134,2005,45.51328553,-122.5158673
135,2005,45.52622455,-122.503067
136,2005,45.52811214,-122.5235719
137,2005,45.5389092,-122.5181894
138,2005,45.54758975,-122.5090528
139,2005,45.55080102,-122.5281319
140,2005,45.52930267,-122.460786
141,2005,45.53029577,-122.4715162
142,2005,45.53450411,-122.4865451
143,2005,45.52278038,-122.4867718
144,2005,45.51176678,-122.5036711
145,2005,45.5117942,-122.4898884
146,2005,45.51184142,-122.4691302
147,2005,45.49643102,-122.4739837
148,2005,45.4990442,-122.4904955
149,2005,45.47307027,-122.4702547
150,2005,45.49316232,-122.4537777
151,2005,45.48525451,-122.4546491
152,2005,45.48389248,-122.4365807
153,2005,45.47282763,-122.42153
154,2005,45.50332985,-122.4318905
155,2005,45.50547249,-122.4497525
156,2005,45.52611597,-122.4441599
157,2005,45.55318076,-122.4323099
158,2005,45.52341795,-122.4229052
159,2005,45.53441422,-122.4240976
160,2005,45.52893468,-122.377198
161,2005,45.52663546,-122.3919574
162,2005,45.48068357,-122.3299236
163,2005,45.51297054,-122.4227647
164,2005,45.50233806,-122.3898989
165,2005,45.48516392,-122.4047109
166,2005,45.47540423,-122.380461
167,2005,45.51188922,-122.4065654
168,2005,45.49959192,-122.4051742
169,2005,45.5277407,-122.0852653
170,2005,45.51870073,-122.6761257
171,2005,45.56047327,-122.7060821
172,2005,45.42756331,-122.6767153
173,2005,45.41736531,-122.6896173
174,2005,45.41067212,-122.7334599
175,2005,45.42641238,-122.7152791
176,2005,45.42593503,-122.7337533
177,2005,45.39390645,-122.7298127
178,2005,45.38921715,-122.7053394
179,2005,45.40464513,-122.691967
180,2005,45.36897311,-122.6676617
181,2005,45.40330558,-122.6675989
182,2005,45.38661278,-122.6584459
183,2005,45.3921446,-122.6393522
184,2005,45.36492991,-122.6243778
185,2005,45.344105,-122.6523358
186,2005,45.44828504,-122.6411046
187,2005,45.45508983,-122.6277133
188,2005,45.45442552,-122.6098679
189,2005,45.44241236,-122.6105296
190,2005,45.43024978,-122.6432754
191,2005,45.41392542,-122.6433278
192,2005,45.42173492,-122.6229324
193,2005,45.42763541,-122.6018004
194,2005,45.45452413,-122.5890347
195,2005,45.43986951,-122.5893123
196,2005,45.39966074,-122.6264327
197,2005,45.40890988,-122.6037463
198,2005,45.40068662,-122.6139354
199,2005,45.38409188,-122.6024242
200,2005,45.39029669,-122.5903871
201,2005,45.40664316,-122.5803816
202,2005,45.41887267,-122.5126449
203,2005,45.41600506,-122.5422502
204,2005,45.42586959,-122.5605525
205,2005,45.40119887,-122.5438442
206,2005,45.44538993,-122.5745986
207,2005,45.43673862,-122.5493274
208,2005,45.45066254,-122.5551796
209,2005,45.43558501,-122.5238794
210,2005,45.44394226,-122.5009206
211,2005,45.38228721,-122.5470747
212,2005,45.35090609,-122.5521717
213,2005,45.35684572,-122.5969342
214,2005,45.34389391,-122.5997552
215,2005,45.32131364,-122.6429525
216,2005,45.32014171,-122.5679762
217,2005,45.32009651,-122.5903481
218,2005,45.32118353,-122.614659
219,2005,45.33611108,-122.7046504
220,2005,45.31673385,-122.7879039
221,2005,45.29610655,-122.8336312
222,2005,45.2997383,-122.7535027
223,2005,45.27560071,-122.7647337
224,2005,45.26825396,-122.6513659
225,2005,45.26181532,-122.7054653
226,2005,45.28461284,-122.6981324
227,2005,45.2508188,-122.697134
228,2005,45.25931928,-122.6821493
229,2005,45.30602696,-122.5269748
230,2005,45.28401716,-122.5861457
231,2005,45.34176241,-122.45453
232,2005,45.44005029,-122.4491455
233,2005,45.4040822,-122.4642079
234,2005,45.428774,-122.3830611
235,2005,45.42490421,-122.3101483
236,2005,45.38283511,-122.2581576
237,2005,45.41340958,-122.2901127
238,2005,45.35128589,-122.3241734
239,2005,45.25143402,-122.3776848
240,2005,45.22484158,-122.5406995
241,2005,45.16148461,-122.6860584
242,2005,45.16212799,-122.588125
243,2005,45.15676803,-122.5561712
244,2005,45.00569223,-122.4252242
245,2005,45.14954573,-122.3891814
246,2005,45.26747973,-122.233726
247,2005,45.34024191,-122.1151051
248,2005,45.35676531,-121.9852182
249,2005,45.34334561,-121.8271243
250,2005,45.3183145,-122.7573001
251,2005,45.07336188,-121.9934103
252,2005,45.5130696,-122.7686715
253,2005,45.52849016,-122.7751162
254,2005,45.50094506,-122.7756413
255,2005,45.49185803,-122.7572125
256,2005,45.47996227,-122.7772088
257,2005,45.47583908,-122.7540851
258,2005,45.46341866,-122.7717808
259,2005,45.4591156,-122.7543686
260,2005,45.4463677,-122.7557125
261,2005,45.42869692,-122.7532869
262,2005,45.41938237,-122.7717985
263,2005,45.40839817,-122.7813068
264,2005,45.40146203,-122.7818524
265,2005,45.40842293,-122.7555205
266,2005,45.4445908,-122.7755066
267,2005,45.46715254,-122.8167992
268,2005,45.44945908,-122.8157347
269,2005,45.46878159,-122.795327
270,2005,45.45430227,-122.7982173
271,2005,45.48072904,-122.799664
272,2005,45.48285859,-122.8161593
273,2005,45.49249422,-122.7920459
274,2005,45.49610784,-122.8230277
275,2005,45.51652985,-122.8171722
276,2005,45.50439668,-122.8100186
277,2005,45.55513693,-122.8833958
278,2005,45.53624305,-122.832536
279,2005,45.53306848,-122.8160647
280,2005,45.53803608,-122.7980014
281,2005,45.57953588,-122.8710433
282,2005,45.5479152,-122.8618834
283,2005,45.54347572,-122.8486775
284,2005,45.55443334,-122.8227661
285,2005,45.55709133,-122.84546
286,2005,45.50482019,-122.8737876
287,2005,45.52588794,-122.8859615
288,2005,45.52649241,-122.8612737
289,2005,45.52324018,-122.8432232
290,2005,45.50945864,-122.8593449
291,2005,45.49921134,-122.8580254
292,2005,45.51139945,-122.8908462
293,2005,45.50195704,-122.8910802
294,2005,45.53408185,-122.872352
295,2005,45.54353789,-122.8862972
296,2005,45.48930183,-122.8798031
297,2005,45.47684784,-122.882393
298,2005,45.48559889,-122.8614619
299,2005,45.48728697,-122.8437621
300,2005,45.44795101,-122.8732386
301,2005,45.4661988,-122.8605304
302,2005,45.47514033,-122.843117
303,2005,45.47458759,-122.8314013
304,2005,45.4313768,-122.8314557
305,2005,45.43921957,-122.8437677
306,2005,45.45906221,-122.8474757
307,2005,45.45483704,-122.8353645
308,2005,45.42457189,-122.7915124
309,2005,45.39790487,-122.8178623
310,2005,45.40745171,-122.8422857
311,2005,45.42104436,-122.838597
312,2005,45.42305203,-122.8120419
313,2005,45.43561756,-122.8077931
314,2005,45.43701761,-122.7889775
315,2005,45.38924648,-122.7948134
316,2005,45.37811216,-122.7835523
317,2005,45.37210062,-122.7515768
318,2005,45.3887403,-122.7503336
319,2005,45.33824075,-122.8582412
320,2005,45.35544586,-122.8260385
321,2005,45.36112596,-122.800655
322,2005,45.36253922,-122.7596021
323,2005,45.35921807,-122.7870108
324,2005,45.34304125,-122.7727274
325,2005,45.37776954,-122.9237686
326,2005,45.44809401,-122.9138936
327,2005,45.51721073,-122.9439373
328,2005,45.50536347,-122.9133922
329,2005,45.51619095,-122.9171314
330,2005,45.52516516,-122.9180331
331,2005,45.51806644,-122.963996
332,2005,45.50978669,-122.9591293
333,2005,45.51233441,-122.9917367
334,2005,45.49919531,-122.975133
335,2005,45.49192079,-122.9620698
336,2005,45.56500261,-122.9672241
337,2005,45.52449174,-122.9903119
338,2005,45.52977036,-122.9670706
339,2005,45.54541748,-122.913067
340,2005,45.53976716,-122.9417253
341,2005,45.54565065,-122.9680176
342,2005,45.53957334,-122.9704034
343,2005,45.67448567,-122.9953924
344,2005,45.57527897,-123.0518352
345,2005,45.53287236,-123.0501754
346,2005,45.50692409,-123.0189759
347,2005,45.44972424,-123.0497091
348,2005,45.50920048,-123.1221697
349,2005,45.49981542,-123.102033
350,2005,45.53370863,-123.0906031
351,2005,45.53162857,-123.1185029
352,2005,45.57393714,-123.1589741
353,2005,45.71272686,-123.1563483
354,2005,45.67929108,-123.2972691
355,2005,45.51537029,-123.2972792
356,2005,45.89911586,-122.3191379
357,2005,45.86239383,-122.461788
358,2005,45.90034488,-122.6793832
359,2005,45.90525093,-122.5802512
360,2005,45.8437902,-122.5762706
361,2005,45.85060385,-122.7063461
362,2005,45.80864903,-122.7331386
363,2005,45.79250198,-122.634325
364,2005,45.77361911,-122.5243703
365,2005,45.75171394,-122.5629336
366,2005,45.73932581,-122.6210146
367,2005,45.7180629,-122.6438861
368,2005,45.73861785,-122.6499865
369,2005,45.77317937,-122.5736756
370,2005,45.79463174,-122.5749668
371,2005,45.79097693,-122.5367053
372,2005,45.80604636,-122.5121219
373,2005,45.77108015,-122.3509458
374,2005,45.75766102,-122.4695372
375,2005,45.56663008,-122.2924619
376,2005,45.58603296,-122.3262011
377,2005,45.57978916,-122.3603779
378,2005,45.6138231,-122.3120609
379,2005,45.67866436,-122.3282264
380,2005,45.68457093,-122.4240676
381,2005,45.66364797,-122.4667342
382,2005,45.62019248,-122.4043496
383,2005,45.61952426,-122.4524617
384,2005,45.59494791,-122.4435687
385,2005,45.60569352,-122.4228692
386,2005,45.68145404,-122.5633817
387,2005,45.67398209,-122.53869
388,2005,45.68015674,-122.5326226
389,2005,45.71574803,-122.5688434
390,2005,45.72253537,-122.5228342
391,2005,45.68792984,-122.5423351
392,2005,45.68875197,-122.5161759
393,2005,45.70002736,-122.6384126
394,2005,45.71197922,-122.6092473
395,2005,45.68912451,-122.5860457
396,2005,45.6860411,-122.6108032
397,2005,45.68954395,-122.6401624
398,2005,45.68226494,-122.6436024
399,2005,45.7028773,-122.6682986
400,2005,45.75242447,-122.7056206
401,2005,45.71522964,-122.715603
402,2005,45.70373263,-122.69215
403,2005,45.71670944,-122.6749552
404,2005,45.73362598,-122.6709019
405,2005,45.66268342,-122.6805058
406,2005,45.69099501,-122.7354083
407,2005,45.6736388,-122.6749753
408,2005,45.68666743,-122.6905882
409,2005,45.68608023,-122.6697015
410,2005,45.67223298,-122.650403
411,2005,45.65817688,-122.6489739
412,2005,45.66926862,-122.5736199
413,2005,45.67052942,-122.6177311
414,2005,45.67140992,-122.5911983
415,2005,45.65718235,-122.5884597
416,2005,45.65429201,-122.6258791
417,2005,45.64572089,-122.6086848
418,2005,45.65598932,-122.6076723
419,2005,45.60950338,-122.5652568
420,2005,45.64583308,-122.5818038
421,2005,45.63225198,-122.587693
422,2005,45.63079604,-122.5689417
423,2005,45.60411545,-122.5392187
424,2005,45.59652722,-122.5141766
425,2005,45.66339908,-122.5436914
426,2005,45.65485934,-122.5630195
427,2005,45.63219625,-122.5524665
428,2005,45.6297206,-122.5360954
429,2005,45.6352266,-122.5177631
430,2005,45.62160298,-122.5125585
431,2005,45.6288916,-122.4888445
432,2005,45.61543019,-122.5408134
433,2005,45.61127359,-122.5149142
434,2005,45.58862835,-122.480423
435,2005,45.66448454,-122.5185957
436,2005,45.64936397,-122.4922061
437,2005,45.6010705,-122.4749327
438,2005,45.61342777,-122.4888792
439,2005,45.65025439,-122.5389665
440,2005,45.64958193,-122.5520611
441,2005,45.64664507,-122.5184929
442,2005,45.65355387,-122.5199267
443,2005,45.57933606,-122.4307244
444,2005,45.58185777,-122.3882353
445,2005,45.63837072,-122.6185113
446,2005,45.64112877,-122.6398115
447,2005,45.64536184,-122.6533649
448,2005,45.64673,-122.6663481
449,2005,45.65224421,-122.6757544
450,2005,45.64520156,-122.6798969
451,2005,45.63572072,-122.6790959
452,2005,45.62574684,-122.6796905
453,2005,45.63335419,-122.6679375
454,2005,45.61630806,-122.639785
455,2005,45.63374388,-122.6328741
456,2005,45.62580025,-122.6330643
457,2005,45.62519193,-122.6074886
458,2005,45.62534175,-122.5970653
459,2005,45.61395387,-122.5893436
1,2010,45.47688492,-122.6585677
2,2010,45.4742129,-122.644246
3,2010,45.48410997,-122.6318696
4,2010,45.4700604,-122.6266581
5,2010,45.48347421,-122.6143307
6,2010,45.48316831,-122.6041021
7,2010,45.48219499,-122.5946323
8,2010,45.48369191,-122.584944
9,2010,45.48477618,-122.566615
10,2010,45.47476188,-122.5719618
11,2010,45.50138241,-122.5891129
12,2010,45.49390483,-122.5900752
13,2010,45.50136259,-122.6109034
14,2010,45.49382673,-122.6119769
15,2010,45.50097208,-122.6310044
16,2010,45.49377709,-122.6312441
17,2010,45.49792882,-122.6497075
18,2010,45.51578551,-122.6577785
19,2010,45.50863521,-122.6580901
20,2010,45.51571649,-122.644178
21,2010,45.50846842,-122.6442443
22,2010,45.51567036,-122.6288605
23,2010,45.50841386,-122.6287301
24,2010,45.51144225,-122.6176532
25,2010,45.51112543,-122.6068198
26,2010,45.51275351,-122.5903356
27,2010,45.51190736,-122.5721504
28,2010,45.52758081,-122.5866694
29,2010,45.52565173,-122.5732482
30,2010,45.5254213,-122.6049613
31,2010,45.51998288,-122.6075015
32,2010,45.52649962,-122.6239485
33,2010,45.52495082,-122.641668
34,2010,45.52309599,-122.6607175
35,2010,45.54346334,-122.6697252
36,2010,45.53434786,-122.6675267
37,2010,45.54374317,-122.6561752
38,2010,45.53404534,-122.6518957
39,2010,45.5435912,-122.6389898
40,2010,45.53497071,-122.6391572
41,2010,45.54153564,-122.6264273
42,2010,45.54347026,-122.6164654
43,2010,45.53475517,-122.6159509
44,2010,45.54355665,-122.6050424
45,2010,45.533832,-122.605298
46,2010,45.55144217,-122.5927378
47,2010,45.5413264,-122.5886663
48,2010,45.54306897,-122.5707194
49,2010,45.5547577,-122.6238875
50,2010,45.55547585,-122.6357942
51,2010,45.55532456,-122.645476
52,2010,45.55909929,-122.6556023
53,2010,45.55186834,-122.6559571
54,2010,45.55863073,-122.6682623
55,2010,45.55140112,-122.6702123
56,2010,45.55945225,-122.6859717
57,2010,45.55141476,-122.6828695
58,2010,45.57106527,-122.6559365
59,2010,45.56934722,-122.6409197
60,2010,45.56785613,-122.625366
61,2010,45.57632278,-122.6682363
62,2010,45.56632274,-122.6681612
63,2010,45.58117026,-122.6839846
64,2010,45.57352792,-122.6836241
65,2010,45.5662966,-122.684729
66,2010,45.58404746,-122.7041925
67,2010,45.57262396,-122.699769
68,2010,45.58791288,-122.7224292
69,2010,45.57658736,-122.7307584
70,2010,45.60462,-122.7578625
71,2010,45.58697634,-122.7438752
72,2010,45.59140156,-122.7614891
73,2010,45.5996158,-122.7983718
74,2010,45.53895783,-122.692813
75,2010,45.52110229,-122.7093827
76,2010,45.50982989,-122.702692
77,2010,45.52731591,-122.6997386
78,2010,45.52712129,-122.6949951
79,2010,45.52791435,-122.6914333
80,2010,45.52932226,-122.6859028
81,2010,45.52889518,-122.6774117
82,2010,45.52037578,-122.6896821
83,2010,45.51646198,-122.6914407
84,2010,45.51211355,-122.6839978
85,2010,45.50307411,-122.6736227
86,2010,45.49997016,-122.6964465
87,2010,45.48230328,-122.6742582
88,2010,45.4892058,-122.6870146
89,2010,45.47513407,-122.6869757
90,2010,45.48505784,-122.7006467
91,2010,45.4665511,-122.681946
92,2010,45.44872101,-122.6704702
93,2010,45.44391529,-122.6975111
94,2010,45.44741602,-122.721003
95,2010,45.43712974,-122.7259951
96,2010,45.45709587,-122.7341915
97,2010,45.46173376,-122.7136452
98,2010,45.4719141,-122.7334191
99,2010,45.47107034,-122.7072762
100,2010,45.48156935,-122.7336736
101,2010,45.47970805,-122.7133376
102,2010,45.49267771,-122.7354797
103,2010,45.49139534,-122.7185345
104,2010,45.50814949,-122.7309681
105,2010,45.55719448,-122.7894842
106,2010,45.66944167,-122.849441
107,2010,45.62382025,-122.7008817
108,2010,45.61205173,-122.719313
109,2010,45.57841676,-122.5762804
110,2010,45.56584289,-122.6076471
111,2010,45.55687555,-122.6089965
112,2010,45.56013981,-122.5876111
113,2010,45.5592324,-122.5710296
114,2010,45.55545492,-122.5666557
115,2010,45.55336445,-122.5481518
116,2010,45.54039358,-122.5542982
117,2010,45.54029564,-122.5431116
118,2010,45.52804434,-122.552494
119,2010,45.51034215,-122.5572925
120,2010,45.5148853,-122.5458688
121,2010,45.4973047,-122.5722557
122,2010,45.49705879,-122.5568976
123,2010,45.49692033,-122.542827
124,2010,45.48281648,-122.5471291
125,2010,45.468689,-122.5841985
126,2010,45.47225703,-122.6026931
127,2010,45.46506692,-122.6026791
128,2010,45.47031663,-122.5168909
129,2010,45.4674517,-122.5605833
130,2010,45.49263734,-122.5307066
131,2010,45.50071243,-122.5087011
132,2010,45.48846145,-122.5064135
133,2010,45.51326814,-122.5293542
134,2010,45.51328553,-122.5158673
135,2010,45.52622455,-122.503067
136,2010,45.52811214,-122.5235719
137,2010,45.5389092,-122.5181894
138,2010,45.54758975,-122.5090528
139,2010,45.55080102,-122.5281319
140,2010,45.52930267,-122.460786
141,2010,45.53029577,-122.4715162
142,2010,45.53450411,-122.4865451
143,2010,45.52278038,-122.4867718
144,2010,45.51176678,-122.5036711
145,2010,45.5117942,-122.4898884
146,2010,45.51184142,-122.4691302
147,2010,45.49643102,-122.4739837
148,2010,45.4990442,-122.4904955
149,2010,45.47307027,-122.4702547
150,2010,45.49316232,-122.4537777
151,2010,45.48525451,-122.4546491
152,2010,45.48389248,-122.4365807
153,2010,45.47282763,-122.42153
154,2010,45.50332985,-122.4318905
155,2010,45.50547249,-122.4497525
156,2010,45.52611597,-122.4441599
157,2010,45.55318076,-122.4323099
158,2010,45.52341795,-122.4229052
159,2010,45.53441422,-122.4240976
160,2010,45.52893468,-122.377198
161,2010,45.52663546,-122.3919574
162,2010,45.48068357,-122.3299236
163,2010,45.51297054,-122.4227647
164,2010,45.50233806,-122.3898989
165,2010,45.48516392,-122.4047109
166,2010,45.47540423,-122.380461
167,2010,45.51188922,-122.4065654
168,2010,45.49959192,-122.4051742
169,2010,45.5277407,-122.0852653
170,2010,45.51870073,-122.6761257
171,2010,45.56047327,-122.7060821
172,2010,45.42756331,-122.6767153
173,2010,45.41736531,-122.6896173
174,2010,45.41067212,-122.7334599
175,2010,45.42641238,-122.7152791
176,2010,45.42593503,-122.7337533
177,2010,45.39390645,-122.7298127
178,2010,45.38921715,-122.7053394
179,2010,45.40464513,-122.691967
180,2010,45.36897311,-122.6676617
181,2010,45.40330558,-122.6675989
182,2010,45.38661278,-122.6584459
183,2010,45.3921446,-122.6393522
184,2010,45.36492991,-122.6243778
185,2010,45.344105,-122.6523358
186,2010,45.44828504,-122.6411046
187,2010,45.45508983,-122.6277133
188,2010,45.45442552,-122.6098679
189,2010,45.44241236,-122.6105296
190,2010,45.43024978,-122.6432754
191,2010,45.41392542,-122.6433278
192,2010,45.42173492,-122.6229324
193,2010,45.42763541,-122.6018004
194,2010,45.45452413,-122.5890347
195,2010,45.43986951,-122.5893123
196,2010,45.39966074,-122.6264327
197,2010,45.40890988,-122.6037463
198,2010,45.40068662,-122.6139354
199,2010,45.38409188,-122.6024242
200,2010,45.39029669,-122.5903871
201,2010,45.40664316,-122.5803816
202,2010,45.41887267,-122.5126449
203,2010,45.41600506,-122.5422502
204,2010,45.42586959,-122.5605525
205,2010,45.40119887,-122.5438442
206,2010,45.44538993,-122.5745986
207,2010,45.43673862,-122.5493274
208,2010,45.45066254,-122.5551796
209,2010,45.43558501,-122.5238794
210,2010,45.44394226,-122.5009206
211,2010,45.38228721,-122.5470747
212,2010,45.35090609,-122.5521717
213,2010,45.35684572,-122.5969342
214,2010,45.34389391,-122.5997552
215,2010,45.32131364,-122.6429525
216,2010,45.32014171,-122.5679762
217,2010,45.32009651,-122.5903481
218,2010,45.32118353,-122.614659
219,2010,45.33611108,-122.7046504
220,2010,45.31673385,-122.7879039
221,2010,45.29610655,-122.8336312
222,2010,45.2997383,-122.7535027
223,2010,45.27560071,-122.7647337
224,2010,45.26825396,-122.6513659
225,2010,45.26181532,-122.7054653
226,2010,45.28461284,-122.6981324
227,2010,45.2508188,-122.697134
228,2010,45.25931928,-122.6821493
229,2010,45.30602696,-122.5269748
230,2010,45.28401716,-122.5861457
231,2010,45.34176241,-122.45453
232,2010,45.44005029,-122.4491455
233,2010,45.4040822,-122.4642079
234,2010,45.428774,-122.3830611
235,2010,45.42490421,-122.3101483
236,2010,45.38283511,-122.2581576
237,2010,45.41340958,-122.2901127
238,2010,45.35128589,-122.3241734
239,2010,45.25143402,-122.3776848
240,2010,45.22484158,-122.5406995
241,2010,45.16148461,-122.6860584
242,2010,45.16212799,-122.588125
243,2010,45.15676803,-122.5561712
244,2010,45.00569223,-122.4252242
245,2010,45.14954573,-122.3891814
246,2010,45.26747973,-122.233726
247,2010,45.34024191,-122.1151051
248,2010,45.35676531,-121.9852182
249,2010,45.34334561,-121.8271243
250,2010,45.3183145,-122.7573001
251,2010,45.07336188,-121.9934103
252,2010,45.5130696,-122.7686715
253,2010,45.52849016,-122.7751162
254,2010,45.50094506,-122.7756413
255,2010,45.49185803,-122.7572125
256,2010,45.47996227,-122.7772088
257,2010,45.47583908,-122.7540851
258,2010,45.46341866,-122.7717808
259,2010,45.4591156,-122.7543686
260,2010,45.4463677,-122.7557125
261,2010,45.42869692,-122.7532869
262,2010,45.41938237,-122.7717985
263,2010,45.40839817,-122.7813068
264,2010,45.40146203,-122.7818524
265,2010,45.40842293,-122.7555205
266,2010,45.4445908,-122.7755066
267,2010,45.46715254,-122.8167992
268,2010,45.44945908,-122.8157347
269,2010,45.46878159,-122.795327
270,2010,45.45430227,-122.7982173
271,2010,45.48072904,-122.799664
272,2010,45.48285859,-122.8161593
273,2010,45.49249422,-122.7920459
274,2010,45.49610784,-122.8230277
275,2010,45.51652985,-122.8171722
276,2010,45.50439668,-122.8100186
277,2010,45.55513693,-122.8833958
278,2010,45.53624305,-122.832536
279,2010,45.53306848,-122.8160647
280,2010,45.53803608,-122.7980014
281,2010,45.57953588,-122.8710433
282,2010,45.5479152,-122.8618834
283,2010,45.54347572,-122.8486775
284,2010,45.55443334,-122.8227661
285,2010,45.55709133,-122.84546
286,2010,45.50482019,-122.8737876
287,2010,45.52588794,-122.8859615
288,2010,45.52649241,-122.8612737
289,2010,45.52324018,-122.8432232
290,2010,45.50945864,-122.8593449
291,2010,45.49921134,-122.8580254
292,2010,45.51139945,-122.8908462
293,2010,45.50195704,-122.8910802
294,2010,45.53408185,-122.872352
295,2010,45.54353789,-122.8862972
296,2010,45.48930183,-122.8798031
297,2010,45.47684784,-122.882393
298,2010,45.48559889,-122.8614619
299,2010,45.48728697,-122.8437621
300,2010,45.44795101,-122.8732386
301,2010,45.4661988,-122.8605304
302,2010,45.47514033,-122.843117
303,2010,45.47458759,-122.8314013
304,2010,45.4313768,-122.8314557
305,2010,45.43921957,-122.8437677
306,2010,45.45906221,-122.8474757
307,2010,45.45483704,-122.8353645
308,2010,45.42457189,-122.7915124
309,2010,45.39790487,-122.8178623
310,2010,45.40745171,-122.8422857
311,2010,45.42104436,-122.838597
312,2010,45.42305203,-122.8120419
313,2010,45.43561756,-122.8077931
314,2010,45.43701761,-122.7889775
315,2010,45.38924648,-122.7948134
316,2010,45.37811216,-122.7835523
317,2010,45.37210062,-122.7515768
318,2010,45.3887403,-122.7503336
319,2010,45.33824075,-122.8582412
320,2010,45.35544586,-122.8260385
321,2010,45.36112596,-122.800655
322,2010,45.36253922,-122.7596021
